Si elle n'était pas intervenue au dernier moment, le projet aurait été abandonné.|Had she not intervened at the last moment, the project would have been abandoned.
Il a soutenu que la philosophie contemporaine de l'esprit débat si la conscience est mieux expliquée par la théorie de l'espace de travail global la théorie de l'information intégrée les théories d'ordre supérieur les cadres de traitement prédictif ou si la conscience reste fondamentalement résistante à l'explication scientifique en troisième personne.|He maintained that the contemporary philosophy of mind debates whether consciousness is best explained by global workspace theory integrated information theory higher-order theories predictive processing frameworks or whether consciousness remains fundamentally resistant to third-person scientific explanation.
Elle a soutenu que la théorie de l'espace de travail global de la conscience, développée par Baars et plus tard Dehaene, soutient que la conscience consiste en la diffusion globale de l'information depuis un espace de travail central vers de nombreux systèmes spécialisés et que cette disponibilité globale distingue le traitement conscient du traitement inconscient.|She argued that the global workspace theory of consciousness, developed by Baars and later Dehaene, holds that consciousness consists in the global broadcasting of information from a central workspace to many specialised systems and that this global availability is what distinguishes conscious from unconscious processing.
Il a soutenu que la théorie de l'information intégrée développée par Tononi soutient que la conscience est identique à l'information intégrée mesurée par phi et que tout système avec un phi suffisamment élevé a de l'expérience consciente avec des implications pour la conscience animale et machinale.|He contended that integrated information theory developed by Tononi holds that consciousness is identical to integrated information measured by phi and that any system with sufficiently high phi has conscious experience with implications for animal and machine consciousness.
Elle a soutenu que le cadre de traitement prédictif, associé à Clark, Friston et d'autres, soutient que le cerveau est fondamentalement une machine prédictive qui génère continuellement des prédictions sur les entrées sensorielles et met à jour ses modèles sur la base de signaux d'erreur de prédiction provenant des sens.|She maintained that the predictive processing framework, associated with Clark Friston and others, holds that the brain is fundamentally a prediction machine that continuously generates predictions about sensory input and updates its models based on prediction error signals from the senses.
Il a soutenu que le principe d'énergie libre de Friston, unifiant le traitement prédictif et l'inférence active, soutient que les systèmes biologiques s'auto-organisent pour minimiser la surprise ou l'énergie libre et que cela fournit un cadre unificateur pour comprendre la perception l'action l'apprentissage et la conscience dans les systèmes biologiques.|He argued that the free energy principle of Friston, unifying predictive processing and active inference, holds that biological systems self-organise to minimise surprise or free energy and that this provides a unifying framework for understanding perception action learning and consciousness in biological systems.
Elle a soutenu que la philosophie du soi examine s'il existe un soi unifié et persistant dans le temps ou si le soi est une construction narrative une illusion générée par les processus cognitifs ou une collection de processus corporels mentaux et sociaux sans noyau central.|She contended that the philosophy of the self examines whether there is a unified persistent self across time or whether the self is a narrative construction an illusion generated by cognitive processes or a collection of bodily mental and social processes without a central core.
Il a soutenu que le concept de soi narratif en philosophie contemporaine, développé par Ricoeur, MacIntyre et Taylor, soutient que l'identité personnelle et l'unité d'une vie sont constituées par l'interprétation narrative de sa propre expérience et que nous sommes les histoires que nous racontons sur nous-mêmes.|He maintained that the concept of narrative self in contemporary philosophy, developed by Ricoeur MacIntyre and Taylor, holds that personal identity and the unity of a life is constituted through the narrative interpretation of one's own experience and that we are the stories we tell about ourselves.
Elle a soutenu que le concept de psychologie morale examine les fondements psychologiques des jugements moraux notamment le rôle de l'émotion de la raison de l'intuition et des normes sociales dans la génération de réponses morales avec des implications pour la compréhension de la responsabilité morale du libre arbitre et les cibles appropriées de l'éducation morale.|She argued that the concept of moral psychology examines the psychological foundations of moral judgments including the role of emotion reason intuition and social norms in generating moral responses with implications for how we understand moral responsibility free will and the appropriate targets of moral education.
Il a soutenu que le modèle social intuitionniste de psychologie morale de Jonathan Haidt soutient que le jugement moral est principalement conduit par l'intuition et l'émotion avec le raisonnement post-hoc servant principalement à justifier des conclusions déjà atteintes plutôt qu'à être le principal moteur de la prise de décision morale.|He contended that Jonathan Haidt's social intuitionist model of moral psychology holds that moral judgment is primarily driven by intuition and emotion with post-hoc reasoning serving mainly to justify conclusions already reached rather than being the primary driver of moral decision-making.
Elle a soutenu que le concept de trolleyologie l'étude systématique des variations du problème du tramway a généré un large corpus de données sur les intuitions morales révélant que les humains appliquent différents principes moraux dans différents scénarios soulevant des questions sur la question de savoir si cela révèle de véritables principes moraux ou des intuitions incohérentes.|She maintained that the concept of trolleyology the systematic study of trolley problem variations has generated a large body of data about moral intuitions revealing that humans apply different moral principles in different scenarios raising questions about whether this reveals genuine moral principles or inconsistent intuitions.
Il a soutenu que le concept d'ahurissement moral, documenté par Haidt, décrit le phénomène où les personnes maintiennent des jugements moraux qu'elles ne peuvent pas justifier après que leurs justifications initiales ont été réfutées suggérant que le jugement moral n'est pas fondamentalement rationnel mais conduit émotionnellement.|He argued that the concept of moral dumbfounding, documented by Haidt, describes the phenomenon where people maintain moral judgments they cannot justify after their initial justifications are refuted suggesting that moral judgment is not fundamentally rational but emotionally driven.
Elle a soutenu que l'étude empirique de la diversité morale à travers les cultures et l'histoire a des implications pour l'épistémologie morale soulevant la question de la façon dont nous pouvons avoir une connaissance morale si les croyances morales varient si largement et si la convergence morale cross-culturelle sur certaines questions fournit des preuves de vérités morales objectives.|She contended that the empirical study of moral diversity across cultures and history has implications for moral epistemology raising the question of how we can have moral knowledge if moral beliefs vary so widely and whether cross-cultural moral convergence on some issues provides evidence for objective moral truths.
Il a soutenu que le concept d'éthique des vertus dans son renouveau contemporain associé à Foot, Geach, MacIntyre, Hursthouse et Williams remet en question la déontologie kantienne et le conséquentialisme utilitariste en retournant la théorie morale à la primauté du caractère de la vertu et de l'épanouissement humain.|He maintained that the concept of virtue ethics in its contemporary revival associated with Foot Geach MacIntyre Hursthouse and Williams challenges both Kantian deontology and utilitarian consequentialism by returning moral theory to the primacy of character virtue and human flourishing.
Elle a soutenu que le concept d'éthique des vertus néo-aristotélicienne soulève la question de l'unité des vertus si les vertus forment un tout interconnecté ou peuvent exister isolément, Aristote soutenant l'unité des vertus à travers le rôle central de la sagesse pratique comme coordinateur des vertus.|She argued that the concept of neo-Aristotelian virtue ethics raises the question of the unity of virtues whether virtues form a single interconnected whole or can exist in isolation with Aristotle arguing for the unity of virtues through the central role of practical wisdom as a coordinator of virtues.
Il a soutenu que le concept de cercle vertueux en sciences sociales décrit des boucles de rétroaction auto-renforçantes où les résultats positifs renforcent les conditions qui les ont produits en opposition aux cercles vicieux où les résultats négatifs affaiblissent les conditions qui produisent des résultats positifs.|He contended that the concept of a virtuous circle or virtuous cycle in social science describes self-reinforcing feedback loops where positive outcomes strengthen the conditions that produced them as opposed to vicious circles where negative outcomes weaken the conditions that produce positive outcomes.
Elle a soutenu que la philosophie de la complexité et de la théorie du chaos examine les propriétés émergentes des systèmes dynamiques complexes l'effet papillon et la sensibilité aux conditions initiales et soulève des questions sur la prévisibilité le déterminisme et le niveau d'analyse approprié pour les phénomènes sociaux et naturels.|She maintained that the philosophy of complexity and chaos theory examines the emergent properties of complex dynamical systems the butterfly effect and sensitivity to initial conditions and raises questions about predictability determinism and the appropriate level of analysis for social and natural phenomena.
Il a soutenu que le concept d'inférence abductive ou rétroduction dans le raisonnement scientifique décrit l'inférence depuis les phénomènes observés vers la meilleure hypothèse qui les expliquerait et que cette forme de raisonnement est centrale à la découverte scientifique à la formation de théories et à l'inférence causale.|He argued that the concept of abductive inference or retroduction in scientific reasoning describes the inference from observed phenomena to the best hypothesis that would explain them and that this form of reasoning is central to scientific discovery theory formation and causal inference.
Elle a soutenu que le concept de modèles causaux structurels, développé par Pearl, fournit un cadre mathématique pour raisonner sur la causation les interventions et les contrefactuels permettant aux scientifiques de distinguer la corrélation de la causation et d'identifier les effets causaux depuis les données observationnelles sous certaines conditions.|She contended that the concept of structural causal models, developed by Pearl, provides a mathematical framework for reasoning about causation interventions and counterfactuals enabling scientists to distinguish correlation from causation and to identify causal effects from observational data under certain conditions.
Il a soutenu que le concept d'essais contrôlés randomisés comme étalon-or de l'inférence causale soulève des questions philosophiques sur la validité externe la généralisabilité des résultats des conditions expérimentales aux conditions réelles et si les ECR sont toujours la méthode la plus appropriée pour l'inférence causale.|He maintained that the concept of randomized controlled trials as the gold standard for causal inference raises philosophical questions about external validity the generalizability of results from experimental to real-world conditions and whether RCTs are always the most appropriate method for causal inference.
Elle a soutenu que le concept de mécanisme en philosophie des sciences décrit une structure qui produit un phénomène à travers des entités et des activités causales organisées et que l'explication mécaniste est devenue une forme centrale d'explication scientifique en biologie en neuroscience et en sciences sociales.|She argued that the concept of mechanism in the philosophy of science describes a structure that produces a phenomenon through organized causal entities and activities and that mechanistic explanation has become a central form of scientific explanation in biology neuroscience and social science.
Il a soutenu que le concept de robustesse en philosophie des sciences décrit la confirmation d'un résultat par de multiples méthodes indépendantes et que les résultats robustes sont plus susceptibles d'être réels plutôt que des artefacts d'une méthode particulière de mesure ou d'analyse.|He contended that the concept of robustness in philosophy of science describes the confirmation of a result by multiple independent methods and that robust results are more likely to be real rather than artefacts of any particular method of measurement or analysis.
Elle a soutenu que le concept de sous-détermination en philosophie des sciences soutient que les preuves disponibles sont toujours compatibles avec de multiples théories concurrentes et que cela crée un écart permanent entre ce que les preuves montrent et quelle théorie est vraie requérant des critères non-évidentiels pour le choix de théorie.|She maintained that the concept of underdetermination in philosophy of science holds that the available evidence is always compatible with multiple competing theories and that this creates a permanent gap between what evidence shows and which theory is true requiring non-evidential criteria for theory choice.
Il a soutenu que la thèse Duhem-Quine soutient que les hypothèses scientifiques ne peuvent pas être testées individuellement parce qu'elles font toujours face aux preuves conjointement avec des présuppositions de fond de sorte que lorsqu'une prédiction échoue il est toujours possible de protéger l'hypothèse en révisant les présuppositions auxiliaires à la place.|He argued that the Duhem-Quine thesis holds that scientific hypotheses cannot be tested individually because they always face evidence in conjunction with background assumptions so that when a prediction fails it is always possible to protect the hypothesis by revising auxiliary assumptions instead.
Elle a soutenu que le concept de charge théorique de l'observation soutient que les observations sont toujours déjà façonnées par des engagements théoriques de sorte qu'il n'y a pas de base observationnelle théoriquement neutre et que cela a des implications pour l'idéal de la science objective.|She contended that the concept of theory ladenness of observation holds that observations are always already shaped by theoretical commitments so that there is no theory-neutral observational base and that this has implications for the ideal of objective science.
Il a soutenu que le concept de modèle en philosophie des sciences décrit des structures abstraites qui représentent des aspects du monde sans être identiques à lui et soulève des questions sur la nature de la relation entre modèles et réalité si les modèles sont des cartes des fictions ou des vérités partielles.|He maintained that the concept of model in philosophy of science describes abstract structures that represent aspects of the world without being identical to it and raises questions about what the relationship between models and reality is whether models are maps fictions or partial truths.
Elle a soutenu que le concept d'idéalisation en science décrit la façon dont les modèles scientifiques déforment délibérément la réalité pour simplifier l'analyse les plans sans friction les gaz parfaits et les agents rationnels étant des idéalisations classiques soulevant des questions philosophiques sur la façon dont les modèles idéalisés peuvent produire une véritable compréhension de la réalité non idéale.|She argued that the concept of idealization in science describes the way scientific models deliberately distort reality to simplify analysis with frictionless planes ideal gases and rational agents being classic idealizations raising philosophical questions about how idealized models can produce genuine understanding of non-ideal reality.
Il a soutenu que la philosophie de l'informatique examine la nature du calcul si le calcul est indépendant du substrat ce que la thèse de Church-Turing implique sur les limites du calcul et si les modèles computationnels peuvent capturer toutes les formes de traitement d'information intelligent et biologique.|He contended that the philosophy of computer science examines the nature of computation whether computation is substrate-independent what the Church-Turing thesis implies about the limits of computation and whether computational models can capture all forms of intelligent and biological information processing.
Elle a soutenu que le concept de théorie de la complexité computationnelle décrit la classification des problèmes computationnels par les ressources requises pour les résoudre avec les problèmes en P solubles en temps polynomial et les problèmes en NP vérifiables en temps polynomial soulevant la célèbre question P versus NP.|She maintained that the concept of computational complexity theory describes the classification of computational problems by the resources required to solve them with problems in P solvable in polynomial time and problems in NP verifiable in polynomial time raising the famous P versus NP question.
Il a soutenu que le concept de calcul quantique soulève des questions philosophiques sur la nature du calcul l'interprétation de la mécanique quantique et si les ordinateurs quantiques sont genuinement différents des ordinateurs classiques dans leur capacité à résoudre efficacement certains problèmes computationnels.|He argued that the concept of quantum computing raises philosophical questions about the nature of computation the interpretation of quantum mechanics and whether quantum computers are genuinely different from classical computers in their ability to solve certain computational problems efficiently.
Elle a soutenu que la philosophie de l'information examine ce qu'est l'information comment elle se rapporte à la connaissance à la vérité et au sens et quelles sont les implications éthiques de l'accès universel à l'information du filtrage et de la surveillance pour la démocratie la liberté et l'épanouissement humain.|She contended that the philosophy of information examines what information is how it relates to knowledge truth and meaning and what the ethical implications of universal information access filtering and surveillance are for democracy freedom and human flourishing.
Il a soutenu que le concept le médium est le message associé à Marshall McLuhan soutient que la forme et la technologie de la communication façonnent et transforment l'organisation sociale et la cognition humaine indépendamment du contenu que le médium transmet.|He maintained that the concept of the medium is the message associated with Marshall McLuhan holds that the form and technology of communication shapes and transforms social organisation and human cognition independently of the content that the medium transmits.
Elle a soutenu que le concept d'écologie des médias, associé à McLuhan, Postman et Mumford, examine comment différentes technologies médiatiques créent différents environnements cognitifs et sociaux et comment l'introduction de nouveaux médias transforme les cultures existantes les pratiques et les structures sociales.|She argued that the concept of media ecology, associated with McLuhan Postman and Mumford, examines how different media technologies create different cognitive and social environments and how the introduction of new media transforms existing cultures practices and social structures.
Il a soutenu que le concept de sphère publique en réseau, étudié par Yochai Benkler, décrit comment internet et les médias sociaux ont créé de nouvelles possibilités pour la production médiatique participative et le discours public mais aussi de nouveaux risques de polarisation de désinformation et de fragmentation de la conversation publique.|He contended that the concept of the networked public sphere, studied by Yochai Benkler, describes how the internet and social media have created new possibilities for participatory media production and public discourse but also new risks of polarisation misinformation and fragmentation of public conversation.
Elle a soutenu que le concept de technologie deepfake soulève des questions philosophiques sur la nature de la preuve l'épistémologie du témoignage et les conditions sociales de la confiance notant que les technologies capables de produire des vidéos fausses convaincantes sapent le rôle probatoire des preuves visuelles.|She maintained that the concept of deep fake technology raises philosophical questions about the nature of evidence the epistemics of testimony and the social conditions of trust noting that technologies that can produce convincing false videos undermine the evidential role of visual evidence.
Il a soutenu que le concept de post-vérité en philosophie politique contemporaine décrit la condition dans laquelle les appels à l'émotion et à la croyance personnelle sont devenus plus influents que les faits et les preuves objectives dans la formation de l'opinion publique et de la prise de décision politique créant des défis pour la délibération démocratique.|He argued that the concept of post-truth in contemporary political philosophy describes the condition in which appeals to emotion and personal belief have become more influential than facts and objective evidence in shaping public opinion and political decision-making creating challenges for democratic deliberation.
Elle a soutenu que la philosophie des fausses nouvelles examine les dimensions épistémologiques et éthiques de la désinformation répandue à travers les médias sociaux et numériques et s'il existe un devoir civique de chercher la vérité de réfuter les faussetés ou de s'abstenir de répandre la désinformation.|She contended that the philosophy of fake news examines the epistemological and ethical dimensions of false information spread through social and digital media and whether there is a civic duty to seek truth debunk falsehoods or refrain from spreading misinformation.
Il a soutenu que le concept d'autonomie épistémique décrit la capacité de l'individu à former des croyances à travers ses propres processus cognitifs plutôt que par dépendance aux autorités épistémiques et que internet et les médias sociaux soulèvent des questions sur s'ils renforcent ou sapent l'autonomie épistémique.|He maintained that the concept of epistemic autonomy describes the individual's capacity to form beliefs through one's own cognitive processes rather than through dependence on epistemic authorities and that the internet and social media raise questions about whether they enhance or undermine epistemic autonomy.
Elle a soutenu que le concept de chambres d'écho et de bulles de filtres soulève des préoccupations épistémologiques sur la façon dont les algorithmes des médias sociaux sélectionnent les contenus qui renforcent les croyances existantes créant des environnements informationnels qui réduisent l'exposition aux points de vue différents et peuvent contribuer à la polarisation politique.|She argued that the concept of echo chambers and filter bubbles raises epistemological concerns about how social media algorithms select content that reinforces existing beliefs creating information environments that reduce exposure to challenging views and may contribute to political polarisation.
Il a soutenu que la philosophie de la race et du genre examine si la race et le genre sont des genres naturels des faits biologiques des constructions sociales ou des genres interactifs qui sont à la fois socialement construits et ont des effets biologiques montrant que les questions ontologiques et normatives sur ces catégories sont inséparables.|He contended that the philosophy of race and gender examines whether race and gender are natural kinds biological facts social constructions or interactive kinds that are both socially constructed and have biological effects showing that ontological and normative questions about these categories are inseparable.
Elle a soutenu que le concept de performativité du genre dans la philosophie de Judith Butler soutient que le genre n'est pas une essence naturelle mais est constitué à travers des performances stylisées répétées d'actes gestes et enactements qui produisent l'apparence d'une identité de genre substantielle.|She maintained that the concept of gender performativity in Judith Butler's philosophy holds that gender is not a natural essence but is constituted through repeated stylized performances of acts gestures and enactments that produce the appearance of a substantial gender identity.
Il a soutenu que le concept de la distinction sexe-genre, introduit par les théoriciennes féministes, soutient que le sexe désigne les caractéristiques biologiques tandis que le genre désigne les rôles comportements et identités socialement construits avec des débats ultérieurs sur la question de savoir si cette distinction est philosophiquement soutenable.|He argued that the concept of the sex-gender distinction, introduced by feminist theorists, holds that sex refers to biological characteristics while gender refers to socially constructed roles behaviors and identities with subsequent debates about whether this distinction is philosophically sustainable.
Elle a soutenu que la théorie queer, s'appuyant sur Butler Sedgwick Foucault et d'autres, remet en question la naturalisation de l'hétérosexualité et des normes de genre binaires, soutenant que ces catégories sont historiquement et discursivement produites et que les identités queer résistent à l'assimilation dans des catégories fixes.|She contended that queer theory, drawing on Butler Sedgwick Foucault and others, challenges the naturalisation of heterosexuality and binary gender norms arguing that these categories are historically and discursively produced and that queer identities resist assimilation to fixed categories.
Il a soutenu que le concept d'intersectionnalité, développé par Kimberlé Crenshaw, soutient que la race le genre la classe la sexualité et d'autres axes d'identité et d'oppression ne sont pas additifs mais s'intersectent de façons complexes qui ne peuvent être comprises en examinant chaque axe séparément produisant des expériences uniques d'oppression et de privilège.|He maintained that the concept of intersectionality, developed by Kimberlé Crenshaw, holds that race gender class sexuality and other axes of identity and oppression are not additive but intersect in complex ways that cannot be understood by examining each axis separately producing unique experiences of oppression and privilege.
Elle a soutenu que la philosophie de la technologie soulève des questions sur la question de savoir si la technologie est neutre en valeurs ou chargée de valeurs si le développement technologique suit une logique autonome ou est façonné par des choix sociaux et quelles responsabilités ont les concepteurs les ingénieurs et les sociétés pour les technologies qu'ils créent.|She argued that the philosophy of technology raises questions about whether technology is value-neutral or value-laden whether technological development follows an autonomous logic or is shaped by social choices and what responsibilities designers engineers and societies have for the technologies they create.
Il a soutenu que le concept de déterminisme technologique soutient que la technologie suit une logique de développement autonome qui façonne et drive le changement social indépendamment des choix sociaux tandis que les théories de la mise en forme sociale de la technologie soutiennent que la technologie est un produit du contexte social dans lequel elle est produite et utilisée.|He contended that the concept of technological determinism holds that technology follows an autonomous developmental logic that shapes and drives social change independently of social choices while social shaping of technology theories argue that technology is a product of the social context in which it is produced and used.
Elle a soutenu que la philosophie du design examine ce qu'est le design comment la fonction et l'esthétique se rapportent si le bon design a des standards objectifs ou est culturellement relatif et quelles responsabilités ont les designers pour les conséquences sociales et environnementales de leurs designs.|She maintained that the philosophy of design examines what design is how function and aesthetics relate whether good design has objective standards or is culturally relative and what responsibilities designers have for the social and environmental consequences of their designs.
Il a soutenu que le concept de crise du déficit d'attention dans la culture numérique contemporaine décrit comment les smartphones les médias sociaux et les technologies numériques ont fragmenté l'attention réduit la capacité de concentration soutenue et de lecture profonde soulevant des questions sur les conséquences cognitives et culturelles de l'appauvrissement de l'attention.|He argued that the concept of the attention deficit crisis in contemporary digital culture describes how smartphones social media and digital technologies have fragmented attention reduced capacity for sustained concentration and deep reading raising questions about the cognitive and cultural consequences of attention impoverishment.
Elle a soutenu que la philosophie de l'architecture examine ce à quoi l'architecture sert comment elle crée du sens si elle doit servir des fonctions esthétiques culturelles sociales ou pratiques et comment les environnements bâtis façonnent l'expérience humaine l'identité et la communauté.|She contended that the philosophy of architecture examines what architecture is for how it creates meaning whether it should serve aesthetic cultural social or practical functions and how built environments shape human experience identity and community.
Il a soutenu que l'analyse philosophique de la beauté en esthétique a été dominée par des débats entre le subjectivisme soutenant que la beauté est dans l'œil de celui qui regarde et l'objectivisme soutenant que les choses belles ont des propriétés qui les rendent objectivement belles avec Hume et Kant offrant des positions intermédiaires sophistiquées.|He maintained that the philosophical analysis of beauty in aesthetics has been dominated by debates between subjectivism holding that beauty is in the eye of the beholder and objectivism holding that beautiful things have properties that make them objectively beautiful with Hume and Kant offering sophisticated intermediate positions.
Elle a soutenu que le concept de formalisme esthétique soutient que la valeur esthétique d'une œuvre d'art est déterminée uniquement par ses propriétés formelles indépendamment de son contenu de son sujet de son contexte social ou de sa signification voulue, le concept de forme signifiante de Clive Bell étant une position formaliste classique.|She argued that the concept of aesthetic formalism holds that the aesthetic value of an artwork is determined solely by its formal properties independent of its content subject matter social context or intended meaning with Clive Bell's concept of significant form being a classic formalist position.
Il a soutenu que le concept d'autonomie esthétique soutient que les œuvres d'art ont leur propre logique immanente et critères d'évaluation indépendants des fonctions externes pratiques morales ou sociales et que juger l'art par des critères externes constitue une erreur de catégorie.|He contended that the concept of aesthetic autonomy holds that artworks have their own immanent logic and criteria of evaluation independent of external practical moral or social functions and that judging art by external criteria constitutes a category error.
Elle a soutenu que le concept d'esthétique politique examine comment les formes et les pratiques esthétiques sont impliquées dans la vie politique comment la politique a une dimension esthétique et comment l'expérience esthétique peut être un site de subjectivation et de contestation politiques.|She maintained that the concept of political aesthetics examines how aesthetic forms and practices are involved in political life how politics has an aesthetic dimension and how aesthetic experience can be a site of political subjectivation and contestation.
Il a soutenu que le concept d'art public soulève des questions sur la relation entre qualité esthétique et fonction publique si l'art dans les espaces publics devrait servir des buts communicatifs éducatifs ou purement esthétiques et quelle autorité devrait gouverner la sélection et l'exposition de l'art public.|He argued that the concept of public art raises questions about the relationship between aesthetic quality and public function whether art in public spaces should serve communicative educative or purely aesthetic purposes and what authority should govern the selection and display of public art.
Elle a soutenu que la philosophie de l'artisanat examine ce qui distingue l'artisanat de l'art des beaux-arts et du design industriel soulevant des questions sur la valeur esthétique des objets faits à travers la compétence et la maîtrise matérielle la relation entre processus produit et signification dans la pratique artisanale.|She contended that the philosophy of craft examines what distinguishes craft from art fine art and industrial design raising questions about the aesthetic value of objects made through skill and material mastery the relationship between process product and meaning in craft practice.
Il a soutenu que la philosophie de la danse examine ce qu'est la danse comme forme d'art comment la danse crée du sens quelle est la relation entre la partition notée et l'œuvre exécutée et comment la danse se rapporte au genre à l'incarnation à l'identité et à l'expression culturelle.|He maintained that the philosophy of dance examines what dance is as an art form how dance creates meaning what the relationship is between the notated score and the performed work and how dance relates to gender embodiment identity and cultural expression.
Elle a soutenu que la philosophie du cinéma examine la nature distinctive du film comme forme d'art comment les films créent du sens à travers le montage la cinématographie le récit et le son et si le cinéma peut être une forme d'expression philosophique soulevant des questions sur la relation entre images en mouvement et pensée.|She argued that the philosophy of cinema examines the distinctive nature of film as an art form how films create meaning through montage cinematography narrative and sound and whether cinema can be a form of philosophical expression raising questions about the relationship between moving images and thought.
Il a soutenu que le concept de film documentaire soulève des questions philosophiques sur la relation entre documentaire et fiction si les films documentaires atteignent une représentation objective ou construisent la réalité par des choix éditoriaux et quelles obligations éthiques ont les cinéastes documentaires envers leurs sujets.|He contended that the concept of documentary film raises philosophical questions about the relationship between documentary and fiction whether documentary films achieve objective representation or construct reality through editorial choices and what ethical obligations documentary filmmakers have to their subjects.
Elle a soutenu que la philosophie de la tragédie examinée par Aristote Nietzsche et Williams révèle que la vraie tragédie présente des situations de conflits inévitables où les vertus et les excellences des personnages sont elles-mêmes la source de leur chute révélant la fragilité de l'épanouissement humain.|She maintained that the philosophy of tragedy as examined by Aristotle Nietzsche and Williams reveals that genuine tragedy presents situations of unavoidable conflict where the characters' virtues and excellences are themselves the source of their downfall revealing the fragility of human flourishing.
Il a soutenu que le concept de catharsis dans la Poétique d'Aristote décrit la purge ou la clarification émotionnelle que la tragédie produit chez les spectateurs à travers l'éveil puis la résolution de la pitié et de la peur avec des débats continuant sur la question de savoir si la catharsis est une purgation émotionnelle une clarification intellectuelle ou une éducation morale.|He argued that the concept of catharsis in Aristotle's Poetics describes the emotional purging or clarification that tragedy produces in audiences through the arousal and then resolution of pity and fear with debates continuing about whether catharsis is emotional purgation intellectual clarification or moral education.
Elle a soutenu que l'analyse philosophique de la tragédie et de la comédie comme modes artistiques fondamentaux révèle qu'ils représentent différentes attitudes fondamentales envers l'existence la tragédie mettant l'accent sur la nécessité la contrainte et la finitude tandis que la comédie met l'accent sur la contingence la liberté et le triomphe de la vie sur la mort.|She contended that the philosophical analysis of tragedy and comedy as fundamental artistic modes reveals that they represent different fundamental attitudes toward existence tragedy emphasising necessity constraint and finitude while comedy emphasises contingency freedom and the triumph of life over death.
Il a soutenu que le concept philosophique du regard, développé dans la théorie féministe du cinéma par Mulvey et dans la théorie psychanalytique par Lacan, décrit comment la vision est toujours déjà structurée par le désir le pouvoir et le fantasme plutôt qu'être un acte perceptif neutre.|He maintained that the philosophical concept of the gaze, developed in feminist film theory by Mulvey and in psychoanalytic theory by Lacan, describes how vision is always already structured by desire power and fantasy rather than being a neutral perceptual act.
Elle a soutenu que la philosophie du corps examine comment le corps n'est pas seulement un organisme biologique mais un site d'inscription sociale de sens culturel de relations de pouvoir et d'expérience subjective avec les approches féministes et phénoménologiques remettant en question le dualisme corps-esprit et la subordination de l'incarnation.|She argued that the philosophy of the body examines how the body is not merely a biological organism but a site of social inscription cultural meaning power relations and subjective experience with feminist and phenomenological approaches challenging mind-body dualism and the subordination of embodiment.
Il a soutenu que le concept de chair théorisé par Merleau-Ponty et repris par des phénoménologues féministes comme Iris Marion Young décrit le corps vécu comme un site irréductible de subjectivité d'agentivité et d'expérience sociale qui ne peut être réduit ni au corps physique objectif ni au sujet mental pur.|He contended that the concept of the flesh as theorised by Merleau-Ponty and taken up by feminist phenomenologists like Iris Marion Young describes the lived body as an irreducible site of subjectivity agency and social experience that cannot be reduced to either objective physical body or pure mental subject.
Elle a soutenu que la philosophie de la médecine sportive soulève des questions éthiques sur le traitement des blessures athlétiques la tension entre la santé à long terme et la performance à court terme des athlètes et les responsabilités éthiques des médecins d'équipe quand les intérêts des athlètes entrent en conflit avec les intérêts d'équipe.|She maintained that the philosophy of sports medicine raises ethical questions about the treatment of athletic injuries the tension between athletes' long-term health and short-term performance and the ethical responsibilities of team doctors when athlete interests conflict with team interests.
Il a soutenu que le concept de consentement éclairé en éthique de la recherche soutient que les participants doivent être fournis d'informations adéquates sur les buts risques et procédures d'une étude qu'ils doivent comprendre ces informations et que leur consentement doit être librement donné sans coercition ni influence indue.|He argued that the concept of informed consent in research ethics holds that participants must be provided with adequate information about a study's purposes risks and procedures that they must understand this information and that their consent must be freely given without coercion or undue influence.
Elle a soutenu que la philosophie de la responsabilité sociale des entreprises examine si les entreprises ont des obligations au-delà de la maximisation du profit envers les parties prenantes actionnaires employés communautés et l'environnement soulevant des débats sur les modèles actionnaires versus parties prenantes de gouvernance d'entreprise.|She contended that the philosophy of social responsibility in corporations examines whether corporations have obligations beyond profit maximization to stakeholders shareholders employees communities and the environment raising debates about shareholder versus stakeholder models of corporate governance.
Il a soutenu que le concept de personnalité juridique des entreprises en philosophie du droit soulève des questions profondes sur la question de savoir si les entreprises sont de véritables agents moraux avec des droits et des responsabilités ou des fictions juridiques qui agrègent les intérêts individuels et si la personnalité des entreprises devrait inclure des droits constitutionnels comme la liberté d'expression.|He maintained that the concept of corporate personhood in philosophy of law raises profound questions about whether corporations are genuine moral agents with rights and responsibilities or legal fictions that aggregate individual interests and whether corporate personhood should include constitutional rights like free speech.
Elle a soutenu que la philosophie du journalisme examine les obligations épistémiques des journalistes envers la vérité la précision et l'objectivité la tension entre le reportage d'investigation et les droits à la vie privée et si le marché des idées fournit un mécanisme adéquat pour l'émergence de la vérité dans les écosystèmes médiatiques contemporains.|She argued that the philosophy of journalism examines the epistemic obligations of journalists to truth accuracy and objectivity the tension between investigative reporting and privacy rights and whether the marketplace of ideas provides an adequate mechanism for the truth to emerge in contemporary media ecosystems.
Il a soutenu que le concept d'objectivité en journalisme et en sciences sociales est contesté entre l'objectivité descriptive cherchant à rapporter les faits sans biais et l'objectivité constitutive questionnant si toute description est exempte de valeurs étant donné que la sélection des faits implique toujours des engagements de valeurs.|He contended that the concept of objectivity in journalism and social science is contested between descriptive objectivity seeking to report facts without bias and constitutive objectivity questioning whether any description is value-free given that the selection of facts always involves value commitments.
